0,N
total surface area(mm^2)	17684.7,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.9695,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1859.64,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	7.59589,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	714.871,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.34765,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.306232,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1144.77,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.6219,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.254069,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.156258,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.343063,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.891058,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.2006,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.736288,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.498229,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.327912,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.421301,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.165836,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0259049,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10273_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	2958,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	42.3252,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	11.3597,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	3.7259,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	2.56332,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	16.5119,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	9063.19,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	6415.23,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2647.96,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	14925.1,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.9636,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1882.17,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.79787,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	881.348,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.47835,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.256227,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1000.82,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.48525,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.282418,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.0860333,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.305788,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.878622,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.14897,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.743446,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.309357,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.201548,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.25859,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.101613,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0157136,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10274_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	3311,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	58.7056,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	11.7677,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	4.9887,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	3.37875,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	17.3749,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	13919.3,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	10016.1,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3903.19,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	22844.5,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	21.9728,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2375.72,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	7.12901,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1257.39,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.4854,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.32959,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1118.33,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	10.4874,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.308966,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.130314,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.33077,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.921229,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.23912,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.762282,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.425944,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.277382,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.356347,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.140248,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0218799,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10280_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	2924,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	40.6145,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	7.25461,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	5.59844,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	2.7829,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	14.5943,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	6794.21,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	3189.5,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3604.71,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	11969.7,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	16.7208,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1850.83,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.42787,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1088.95,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	7.70157,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.171119,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	761.876,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.01926,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.335434,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.187732,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.282825,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.941035,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.20611,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.808497,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.688803,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.444027,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.570736,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.224774,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0352001,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10290_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	2869,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	50.2707,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	14.0752,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	3.57158,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	3.06812,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	16.3849,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	10599.7,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7207.46,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3392.21,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	18378.1,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.4404,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1626.58,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	7.10216,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	789.296,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.40577,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.352126,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	837.28,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.03464,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.242221,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.0700826,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.335402,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.905205,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.21744,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.749088,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.224044,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.14712,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.18884,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.0742445,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0115165,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10292_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	2103,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	34.7633,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	9.68538,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	3.58925,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	2.35796,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	14.7429,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	5934.41,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	3268.82,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2665.59,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	12290.9,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.7394,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1448.35,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	7.6336,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	720.747,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	10.0718,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.44216,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	727.601,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	10.6676,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.491352,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.143535,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.260436,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.966362,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.20746,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.84581,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.572477,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.366451,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.471171,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.18563,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0291162,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10304_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	2644,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	34.8936,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	9.04792,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	3.85654,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	2.08542,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	16.7322,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	7672.62,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	6109.7,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1562.92,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	13526.7,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.1879,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1853.77,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	7.37467,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	864.7,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.29921,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.250241,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	989.068,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.88872,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.250959,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.131167,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.301458,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.840509,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.09089,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.715319,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.50711,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.326944,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.419397,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.164765,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0254496,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10316_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4944,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	68.555,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	10.3045,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	6.6529,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.33637,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	15.8093,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	13457.2,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	10705.4,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2751.76,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	21977.9,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.7905,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2741.97,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.45482,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1563.9,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.88809,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.158693,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1178.07,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.90239,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.261493,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.109457,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.414242,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.810513,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.18371,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.623914,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.300684,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.200872,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.257505,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.101084,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.015548,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10321_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4415,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	61.1787,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	13.9223,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	4.39429,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.21396,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	14.5181,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	10127.7,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	4000.34,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	6127.32,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	18467.2,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	19.5327,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2568.64,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.61821,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1514.94,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.67914,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.19428,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1053.7,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.85358,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.289482,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.145894,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.407048,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.784743,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.14563,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.6043,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.39704,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.265315,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.339921,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.133341,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0204276,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10325_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	4041,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	70.6306,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	9.17189,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	7.70077,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	4.25563,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	16.597,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	15280.6,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	9776.1,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	5504.5,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	22925.8,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.5934,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2210.22,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	6.2252,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	865.679,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.8309,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.507958,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1344.54,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.7625,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.179403,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	18
qa	0.187015,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	19
dti_fa	0.361075,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	20
md	0.956864,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	21
ad	1.31549,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	22
rd	0.77755,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	23
iso	0.548677,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	24
rdi	0.362171,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	25
nrdi02L	0.46556,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	26
nrdi04L	0.18337,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	27
nrdi06L	0.0287276,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	28
,sub-10329_dwi.Uncinate_Fasciculus_R.stat.txt	29
number of tracts	3759,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	0
mean length(mm)	55.2035,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	1
span(mm)	10.2216,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	2
curl	5.40066,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	3
elongation	3.40636,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	4
diameter(mm)	16.206,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	5
volume(mm^3)	11387,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7895.9,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	3491.12,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	16682,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.4135,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2350.26,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	11
irregularity	5.93545,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1039.99,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.6662,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.282249,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1310.27,sub-10339_dwi.Uncinate_Fasciculus_R.stat.txt	16
