0,N
qa	0.113549,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.480607,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.731589,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.1459,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.524434,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.259727,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.179184,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.229296,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.0898147,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0136475,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10271_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	4716,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	96.0127,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	41.7889,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.29756,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	8.97172,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	10.7017,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	8636.23,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	4653.52,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	3982.71,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	19218.3,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	22.9048,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	2231.77,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	5.95365,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	904.85,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	10.841,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.408048,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1326.92,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	12.0638,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.344567,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.211943,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.510096,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.799666,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.29421,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.552393,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.417979,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.293465,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.375955,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.147461,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0225759,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10273_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	4782,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	84.3177,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	37.4035,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.25427,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.88186,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	10.6977,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	7578.61,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	6287.93,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	1290.68,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	14992.7,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	17.9464,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	2089.77,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	5.29079,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	495.513,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	9.4165,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.562178,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1594.26,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	8.52985,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.143375,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.110977,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.500812,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.736475,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.18425,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.512589,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.239001,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.166726,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.213344,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.0835617,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0126933,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10274_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	6367,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	94.0166,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	39.5727,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.37579,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.9426,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	11.837,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	10346.1,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	6527.26,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	3818.88,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	20338.6,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	20.0867,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	2788.98,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	5.81733,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	972.42,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	9.75215,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.307253,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1816.56,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	10.3345,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.184707,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.175118,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.508805,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.803864,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.30172,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.554936,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.33314,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.235471,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.301642,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.118304,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0181045,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10280_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	7408,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	103.392,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	46.0486,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.24528,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	8.80373,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	11.7441,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	11200,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	6557.23,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	4642.74,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	22723.1,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	24.4418,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3340.31,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	5.95677,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1287.75,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	12.0163,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.352259,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	2052.56,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	12.4255,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.236309,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.306354,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.536536,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.754419,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.26474,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.499257,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.590495,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.413848,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.529737,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.207568,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0316003,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10290_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	429,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	66.3382,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	30.7848,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.1549,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	13.2088,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	5.02229,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	1314.19,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	868.617,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	445.57,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	4695.62,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	16.0163,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	246.777,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	4.48619,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	89.114,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	9.87069,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	3.43478,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	157.663,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	6.14561,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.752574,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.100758,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.519534,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.772346,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.27333,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.521856,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.193289,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.13606,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.174178,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.0682568,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0103984,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10292_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	6700,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	93.2079,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	38.1206,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.44508,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.19939,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	12.9466,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	12270.3,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	8647,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	3623.32,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	24227.3,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	20.3754,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3188.52,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.39066,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1207.45,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	11.4973,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.34393,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1981.07,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	8.87818,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.124996,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.209494,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.532297,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.741509,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.22739,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.498571,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.418428,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.293014,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.374818,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.146747,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0222404,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10304_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	5449,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	86.9264,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	37.9471,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.29072,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	7.88406,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	11.0256,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	8299.36,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	7133.04,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	1166.32,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	17594.6,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	18.4096,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	2424.69,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	5.84356,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1225.07,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	10.1749,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.265489,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1199.61,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	8.23474,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.177586,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.173079,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.518584,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.735363,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.19461,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.505738,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.361001,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.251727,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.322224,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.12626,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0192242,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10316_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	6670,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	101.179,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	44.6316,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.26699,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	8.57567,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	11.7984,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	11061.9,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	7886.1,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	3175.79,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	24624.9,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	25.3465,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3043.59,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.56611,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1341.61,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	12.8796,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.388445,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	1701.98,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	12.4669,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.286887,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.147151,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.565277,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.732242,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.2525,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.472112,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.269206,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.191642,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.245183,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.096011,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0145666,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10321_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	7015,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	85.0133,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	36.7208,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.31513,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	6.4884,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	13.1024,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	11462.4,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	9298.22,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	2164.2,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	21958.3,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
total radius of end regions(mm)	18.6014,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	10
total area of end regions(mm^2)	3557.71,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	11
irregularity	6.27497,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	12
area of end region 1(mm^2)	1450.31,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	13
radius of end region 1(mm)	9.16941,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	14
irregularity of end region 1	0.182126,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	15
area of end region 2(mm^2)	2107.4,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	16
radius of end region 2(mm)	9.43199,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	17
irregularity of end region 2	0.13262,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	18
qa	0.215433,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	19
dti_fa	0.511387,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	20
md	0.748368,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	21
ad	1.22578,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	22
rd	0.509662,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	23
iso	0.442772,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	24
rdi	0.30924,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	25
nrdi02L	0.395832,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	26
nrdi04L	0.155097,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	27
nrdi06L	0.0236104,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	28
,sub-10325_dwi.Cingulum_Frontal_Parietal_R.stat.txt	29
number of tracts	8183,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	0
mean length(mm)	93.3616,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	1
span(mm)	40.7936,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	2
curl	2.28863,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	3
elongation	6.22661,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	4
diameter(mm)	14.994,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	5
volume(mm^3)	16485.1,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	6
trunk volume(mm^3)	12381,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	7
branch volume(mm^3)	4104.14,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	8
total surface area(mm^2)	30278.2,sub-10329_dwi.Cingulum_Frontal_Parietal_R.stat.txt	9
