0,N
qa	0.124668,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.502404,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.756898,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.21909,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.525801,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.267744,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.185358,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.237296,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.0929961,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0141711,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10271_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	6442,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	90.3314,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	40.5483,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.22775,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	7.02256,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	12.863,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	11738.6,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	7287.77,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	4450.81,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	22330.4,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	18.3468,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	3322.68,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	6.11737,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	1601.11,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	10.7386,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.226268,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	1721.57,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	7.60822,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.105631,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.221527,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.531686,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.809026,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.35996,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.533558,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.419927,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.294319,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.377062,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.147901,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0226487,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10273_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	4094,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	87.2055,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	37.6276,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.3176,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	8.79446,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	9.91596,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	6734.48,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	6279.11,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	455.363,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	14166.2,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	16.7957,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	1911.55,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	5.21464,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	536.643,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	8.09401,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.383524,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	1374.9,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	8.70164,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.173014,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.122996,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.526825,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.744132,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.23831,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.497045,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.241048,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.170041,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.217613,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.0852464,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0129599,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10274_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	6124,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	96.431,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	40.4716,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.38268,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	8.28599,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	11.6378,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	10257.7,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	5938.08,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	4319.63,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	17844.4,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	18.6104,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	2867.32,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	5.0613,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	873.513,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	10.3509,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.385335,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	1993.8,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	8.25943,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.10749,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.190961,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.541897,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.806676,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.36392,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.528055,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.34816,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.246354,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.315549,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.123742,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0189228,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10280_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	7197,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	97.646,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	42.1311,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.31767,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	7.2221,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	13.5204,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	14019.3,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	13321.1,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	698.224,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	26595.2,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	20.5547,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	3683.05,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	6.4122,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	1768.57,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	10.8857,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.210494,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	1914.48,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	9.66903,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.153414,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.31751,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.523642,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.784048,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.303,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.524574,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.61843,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.433393,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.555053,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.21763,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0332524,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10290_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	870,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	52.1773,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	23.8626,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.18658,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	7.5664,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	6.89593,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	1948.76,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	1521.79,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	426.964,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	4788.66,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	8.07688,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	451.446,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	4.23632,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	49.943,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	1.53156,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.147552,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	401.503,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	6.54532,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.335215,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.0986468,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.494663,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.819399,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.33453,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.561835,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.206338,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.142168,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.18215,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.0714536,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0109471,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10292_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	7453,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	91.1455,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	39.0475,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.33422,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	6.72346,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	13.5563,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	13155.6,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	9893.62,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	3261.97,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	25424.9,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	22.1791,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	3744.75,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	6.54986,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	1103.64,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	12.3423,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.433627,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	2641.1,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	9.83679,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.115099,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.209945,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.55341,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.733183,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.2361,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.481722,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.417486,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.291232,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.372478,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.145801,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0220722,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10304_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	3985,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	71.6981,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	32.623,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.19778,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	6.76087,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	10.6049,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	6332.97,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	5779.68,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	553.291,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	13160.5,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	13.238,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	1949.74,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	5.50946,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	587.565,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	5.11622,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.139956,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	1362.17,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	8.12174,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.15213,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.186876,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.536285,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.755512,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.28963,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.488454,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.390237,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.268594,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.343799,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.134707,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.020504,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10316_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	8467,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	112.111,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	48.5471,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.30932,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	8.46298,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	13.2472,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	15452,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	11987.3,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	3464.67,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	28270.7,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	25.0055,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	4135.48,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	6.05921,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	1782.28,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	13.7935,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.335371,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	2353.2,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	11.212,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.167825,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.148392,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.548752,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.743731,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.26757,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.48181,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.288611,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.202325,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.258889,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.101397,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0153994,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10321_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	8983,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	99.4731,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	41.2541,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.41123,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	6.98515,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	14.2407,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	15843.7,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	11779.7,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	4063.99,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	28354.9,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
total radius of end regions(mm)	20.7853,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	10
total area of end regions(mm^2)	4846.43,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	11
irregularity	6.37151,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	12
area of end region 1(mm^2)	1879.23,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	13
radius of end region 1(mm)	9.7291,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	14
irregularity of end region 1	0.15824,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	15
area of end region 2(mm^2)	2967.2,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	16
radius of end region 2(mm)	11.0562,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	17
irregularity of end region 2	0.129423,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	18
qa	0.210718,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	19
dti_fa	0.491933,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	20
md	0.754467,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	21
ad	1.21804,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	22
rd	0.52268,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	23
iso	0.449937,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	24
rdi	0.311295,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	25
nrdi02L	0.398537,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	26
nrdi04L	0.156194,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	27
nrdi06L	0.0238077,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	28
,sub-10325_dwi.Cingulum_Frontal_Parietal_L.stat.txt	29
number of tracts	9676,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	0
mean length(mm)	101.114,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	1
span(mm)	42.0127,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	2
curl	2.40674,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	3
elongation	6.61738,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	4
diameter(mm)	15.28,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	5
volume(mm^3)	18541.6,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	6
trunk volume(mm^3)	11736.6,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	7
branch volume(mm^3)	6804.98,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	8
total surface area(mm^2)	33148.5,sub-10329_dwi.Cingulum_Frontal_Parietal_L.stat.txt	9
